from_node,from_lgd,from_lad,from_district,to_node,to_lgd,to_lad,to_district,car_distance,car_duration
4,117.048409,36.697778,天桥区,42,116.947722,36.644822999999995,市中区,16080,1860
4,117.048409,36.697778,天桥区,43,116.958212,36.627317,市中区,20695,2520
4,117.048409,36.697778,天桥区,44,116.96144,36.642956,槐荫区,17953,1920
4,117.048409,36.697778,天桥区,45,116.949288,36.627534000000004,市中区,19630,2040
4,117.048409,36.697778,天桥区,46,116.976251,36.642716,槐荫区,18848,2040
4,117.048409,36.697778,天桥区,47,116.950418,36.658393,槐荫区,17281,1860
4,117.048409,36.697778,天桥区,48,116.950418,36.658393,槐荫区,17281,1860
4,117.048409,36.697778,天桥区,49,116.953086,36.588365,市中区,25926,2460
4,117.048409,36.697778,天桥区,50,116.953086,36.588365,市中区,25926,2460
4,117.048409,36.697778,天桥区,51,116.961682,36.655095,槐荫区,10545,2220
4,117.048409,36.697778,天桥区,52,116.95133,36.654090000000004,槐荫区,15643,1680
4,117.048409,36.697778,天桥区,53,116.947722,36.644822999999995,市中区,16080,1860
4,117.048409,36.697778,天桥区,54,117.116888,36.686780999999996,历下区,12465,1620
4,117.048409,36.697778,天桥区,55,117.153804,36.721932,历城区,12163,1200
4,117.048409,36.697778,天桥区,56,117.153804,36.721932,历城区,12163,1200
4,117.048409,36.697778,天桥区,57,117.035713,36.658501,历下区,6096,1560
4,117.048409,36.697778,天桥区,58,117.153804,36.721932,历城区,12163,1200
4,117.048409,36.697778,天桥区,59,116.962667,36.652621999999994,槐荫区,10449,2160
4,117.048409,36.697778,天桥区,60,116.956186,36.628917,市中区,20560,2460
